adr,hbv_mono_count,hbv_mono_prop,hiv_hbv_count,hiv_hbv_prop,risk_ratio,chi2,p_value
Epileptic aura,1,1.4422106204390089e-05,0,0.0,,,
Laryngeal papilloma,8,0.00011537684963512071,0,0.0,,,
Tumour thrombosis,1,1.4422106204390089e-05,0,0.0,,,
Interstitial lung abnormality,2,2.8844212408780178e-05,0,0.0,,,
Electrocardiogram ST segment depression,2,2.8844212408780178e-05,0,0.0,,,
Focal nodular hyperplasia,1,1.4422106204390089e-05,0,0.0,,,
Peripheral T-cell lymphoma unspecified,5,7.211053102195045e-05,0,0.0,,,
Pharyngeal oedema,3,4.3266318613170266e-05,0,0.0,,,
Gram stain positive,1,1.4422106204390089e-05,0,0.0,,,
Prostate cancer stage III,1,1.4422106204390089e-05,0,0.0,,,
Non-small cell lung cancer metastatic,2,2.8844212408780178e-05,0,0.0,,,
Intestinal metastasis,1,1.4422106204390089e-05,0,0.0,,,
Neonatal respiratory failure,5,7.211053102195045e-05,0,0.0,,,
Nasal cavity mass,1,1.4422106204390089e-05,0,0.0,,,
Monocytosis,2,2.8844212408780178e-05,0,0.0,,,
Blood uric acid,1,1.4422106204390089e-05,0,0.0,,,
Lenticulostriatal vasculopathy,1,1.4422106204390089e-05,0,0.0,,,
Calciphylaxis,1,1.4422106204390089e-05,0,0.0,,,
Lymphocyte percentage decreased,1,1.4422106204390089e-05,0,0.0,,,
Blood cholinesterase decreased,3,4.3266318613170266e-05,0,0.0,,,
Wrong dosage formulation,2,2.8844212408780178e-05,0,0.0,,,
Violence-related symptom,1,1.4422106204390089e-05,0,0.0,,,
Bradyarrhythmia,13,0.00018748738065707115,0,0.0,,,
Haematocrit,1,1.4422106204390089e-05,0,0.0,,,
Acquired apparent mineralocorticoid excess,1,1.4422106204390089e-05,0,0.0,,,
Hepatitis C core antibody positive,5,7.211053102195045e-05,0,0.0,,,
Mucosal haemorrhage,1,1.4422106204390089e-05,0,0.0,,,
Positron emission tomogram abnormal,3,4.3266318613170266e-05,0,0.0,,,
Procalcitonin decreased,1,1.4422106204390089e-05,0,0.0,,,
Eosinophil percentage increased,1,1.4422106204390089e-05,0,0.0,,,
Gastrointestinal polyp haemorrhage,1,1.4422106204390089e-05,0,0.0,,,
Prothrombin level increased,1,1.4422106204390089e-05,0,0.0,,,
Febrile nonhaemolytic transfusion reaction,1,1.4422106204390089e-05,0,0.0,,,
Metastases to spine,1,1.4422106204390089e-05,0,0.0,,,
Portal vein occlusion,3,4.3266318613170266e-05,0,0.0,,,
Lipase,1,1.4422106204390089e-05,0,0.0,,,
Retinal disorder,2,2.8844212408780178e-05,0,0.0,,,
Blood magnesium increased,2,2.8844212408780178e-05,0,0.0,,,
Restrictive cardiomyopathy,11,0.00015864316824829098,0,0.0,,,
Dacryocystitis,1,1.4422106204390089e-05,0,0.0,,,
Subileus,3,4.3266318613170266e-05,0,0.0,,,
Microcytosis,1,1.4422106204390089e-05,0,0.0,,,
Serous retinal detachment,7,0.00010095474343073063,0,0.0,,,
Cutaneous T-cell lymphoma stage II,2,2.8844212408780178e-05,0,0.0,,,
Cerebral microinfarction,2,2.8844212408780178e-05,0,0.0,,,
Herpes simplex hepatitis,3,4.3266318613170266e-05,0,0.0,,,
Medical device site infection,1,1.4422106204390089e-05,0,0.0,,,
Epstein Barr virus positive mucocutaneous ulcer,1,1.4422106204390089e-05,0,0.0,,,
Vascular stenosis,1,1.4422106204390089e-05,0,0.0,,,
Sarcoma,1,1.4422106204390089e-05,0,0.0,,,
Oesophageal dilation procedure,1,1.4422106204390089e-05,0,0.0,,,
Bile duct obstruction,1,1.4422106204390089e-05,0,0.0,,,
Acute leukaemia,4,5.7688424817560355e-05,0,0.0,,,
Faecal volume decreased,1,1.4422106204390089e-05,0,0.0,,,
Model for end stage liver disease score abnormal,1,1.4422106204390089e-05,0,0.0,,,
Hyperviscosity syndrome,2,2.8844212408780178e-05,0,0.0,,,
Ankle arthroplasty,4,5.7688424817560355e-05,0,0.0,,,
Chronic gastrointestinal bleeding,6,8.653263722634053e-05,0,0.0,,,
Immune-mediated pancreatitis,1,1.4422106204390089e-05,0,0.0,,,
Full blood count increased,2,2.8844212408780178e-05,0,0.0,,,
Immunology test abnormal,2,2.8844212408780178e-05,0,0.0,,,
Globulins decreased,4,5.7688424817560355e-05,0,0.0,,,
Uterine inflammation,2,2.8844212408780178e-05,0,0.0,,,
Sputum retention,1,1.4422106204390089e-05,0,0.0,,,
Wrong strength,1,1.4422106204390089e-05,0,0.0,,,
Hypochromasia,1,1.4422106204390089e-05,0,0.0,,,
Limb crushing injury,1,1.4422106204390089e-05,0,0.0,,,
Lower urinary tract symptoms,1,1.4422106204390089e-05,0,0.0,,,
Hepatic adenoma,1,1.4422106204390089e-05,0,0.0,,,
Spinal ligament ossification,3,4.3266318613170266e-05,0,0.0,,,
Vitamin A increased,1,1.4422106204390089e-05,0,0.0,,,
Blood chromogranin A increased,3,4.3266318613170266e-05,0,0.0,,,
Allergic cough,1,1.4422106204390089e-05,0,0.0,,,
Lip pain,1,1.4422106204390089e-05,0,0.0,,,
Hypervigilance,1,1.4422106204390089e-05,0,0.0,,,
Orbital swelling,1,1.4422106204390089e-05,0,0.0,,,
Haemorrhagic erosive gastritis,1,1.4422106204390089e-05,0,0.0,,,
Natural killer-cell leukaemia,1,1.4422106204390089e-05,0,0.0,,,
Nail bed bleeding,2,2.8844212408780178e-05,0,0.0,,,
Monocyte count increased,2,2.8844212408780178e-05,0,0.0,,,
Glutathione reductase activity increased,1,1.4422106204390089e-05,0,0.0,,,
Waldenstrom's macroglobulinaemia,6,8.653263722634053e-05,0,0.0,,,
Thoracic operation,1,1.4422106204390089e-05,0,0.0,,,
Granulomatous rosacea,12,0.00017306527445268107,0,0.0,,,
Periportal sinus dilatation,1,1.4422106204390089e-05,0,0.0,,,
Bone scan abnormal,2,2.8844212408780178e-05,0,0.0,,,
Near drowning,1,1.4422106204390089e-05,0,0.0,,,
Procedural nausea,4,5.7688424817560355e-05,0,0.0,,,
Toxic leukoencephalopathy,1,1.4422106204390089e-05,0,0.0,,,
Stoma hernia repair,1,1.4422106204390089e-05,0,0.0,,,
Pulmonary microemboli,6,8.653263722634053e-05,0,0.0,,,
Vascular encephalopathy,5,7.211053102195045e-05,0,0.0,,,
Teething,1,1.4422106204390089e-05,0,0.0,,,
Red blood cells urine positive,13,0.00018748738065707115,0,0.0,,,
Familial tremor,1,1.4422106204390089e-05,0,0.0,,,
Streptococcal sepsis,3,4.3266318613170266e-05,0,0.0,,,
Scleroderma renal crisis,1,1.4422106204390089e-05,0,0.0,,,
Aquagenic pruritus,3,4.3266318613170266e-05,0,0.0,,,
Implantable cardiac monitor insertion,1,1.4422106204390089e-05,0,0.0,,,
Auricular haematoma,1,1.4422106204390089e-05,0,0.0,,,
Prostate cancer stage II,1,1.4422106204390089e-05,0,0.0,,,
Granulicatella infection,3,4.3266318613170266e-05,0,0.0,,,
Cystitis klebsiella,1,1.4422106204390089e-05,0,0.0,,,
Vitritis infective,1,1.4422106204390089e-05,0,0.0,,,
Plasma cell myeloma in remission,2,2.8844212408780178e-05,0,0.0,,,
Drug level fluctuating,2,2.8844212408780178e-05,0,0.0,,,
Feeling of relaxation,2,2.8844212408780178e-05,0,0.0,,,
Hepatitis E antibody positive,3,4.3266318613170266e-05,0,0.0,,,
Aortitis,2,2.8844212408780178e-05,0,0.0,,,
False negative pregnancy test,2,2.8844212408780178e-05,0,0.0,,,
Gastrointestinal procedural complication,1,1.4422106204390089e-05,0,0.0,,,
Tumour marker increased,4,5.7688424817560355e-05,0,0.0,,,
Blood lactic acid decreased,1,1.4422106204390089e-05,0,0.0,,,
Mycotic endophthalmitis,3,4.3266318613170266e-05,0,0.0,,,
Chronic hepatitis,4,5.7688424817560355e-05,0,0.0,,,
Acquired left ventricle outflow tract obstruction,1,1.4422106204390089e-05,0,0.0,,,
Oligospermia,1,1.4422106204390089e-05,0,0.0,,,
Breech presentation,2,2.8844212408780178e-05,0,0.0,,,
Gastroenteritis clostridial,1,1.4422106204390089e-05,0,0.0,,,
Nail ridging,1,1.4422106204390089e-05,0,0.0,,,
Low cardiac output syndrome,1,1.4422106204390089e-05,0,0.0,,,
Squamous cell carcinoma of the oral cavity,1,1.4422106204390089e-05,0,0.0,,,
Myoglobinuria,1,1.4422106204390089e-05,0,0.0,,,
Tumour obstruction,1,1.4422106204390089e-05,0,0.0,,,
Infection protozoal,1,1.4422106204390089e-05,0,0.0,,,
Ophthalmic migraine,2,2.8844212408780178e-05,0,0.0,,,
Respiratory syncytial virus infection,7,0.00010095474343073063,0,0.0,,,
Sporotrichosis,2,2.8844212408780178e-05,0,0.0,,,
Tumour embolism,2,2.8844212408780178e-05,0,0.0,,,
Abortion infected,1,1.4422106204390089e-05,0,0.0,,,
Angioimmunoblastic T-cell lymphoma,1,1.4422106204390089e-05,0,0.0,,,
Tumour marker abnormal,3,4.3266318613170266e-05,0,0.0,,,
Vein disorder,7,0.00010095474343073063,0,0.0,,,
VEXAS syndrome,1,1.4422106204390089e-05,0,0.0,,,
Procedural hypotension,3,4.3266318613170266e-05,0,0.0,,,
Anaemia vitamin B12 deficiency,1,1.4422106204390089e-05,0,0.0,,,
Alveolar proteinosis,1,1.4422106204390089e-05,0,0.0,,,
Lymphocytic lymphoma,1,1.4422106204390089e-05,0,0.0,,,
Emergency care examination abnormal,1,1.4422106204390089e-05,0,0.0,,,
Multiple use of single-use product,5,7.211053102195045e-05,0,0.0,,,
Infected neoplasm,1,1.4422106204390089e-05,0,0.0,,,
Systolic hypertension,1,1.4422106204390089e-05,0,0.0,,,
Alpha hydroxybutyrate dehydrogenase increased,1,1.4422106204390089e-05,0,0.0,,,
Binge eating,1,1.4422106204390089e-05,0,0.0,,,
Cutaneous T-cell lymphoma stage I,10,0.0001442210620439009,0,0.0,,,
Aneurysm repair,1,1.4422106204390089e-05,0,0.0,,,
Benign gastrointestinal neoplasm,1,1.4422106204390089e-05,0,0.0,,,
Spinal myelogram abnormal,1,1.4422106204390089e-05,0,0.0,,,
Abscess intestinal,3,4.3266318613170266e-05,0,0.0,,,
Self-induced vomiting,1,1.4422106204390089e-05,0,0.0,,,
Ototoxicity,6,8.653263722634053e-05,0,0.0,,,
Hepatitis D RNA positive,5,7.211053102195045e-05,0,0.0,,,
Sclerosing pneumocytoma,1,1.4422106204390089e-05,0,0.0,,,
Stomal hernia,4,5.7688424817560355e-05,0,0.0,,,
Injection site scar,2,2.8844212408780178e-05,0,0.0,,,
Autologous haematopoietic stem cell transplant,3,4.3266318613170266e-05,0,0.0,,,
Tumour pain,1,1.4422106204390089e-05,0,0.0,,,
Undifferentiated carcinoma of colon,2,2.8844212408780178e-05,0,0.0,,,
Femoral pulse decreased,3,4.3266318613170266e-05,0,0.0,,,
Internal fixation of fracture,3,4.3266318613170266e-05,0,0.0,,,
B-lymphocyte count increased,1,1.4422106204390089e-05,0,0.0,,,
Endometrial adenocarcinoma,1,1.4422106204390089e-05,0,0.0,,,
Metamorphopsia,2,2.8844212408780178e-05,0,0.0,,,
Subcutaneous haematoma,2,2.8844212408780178e-05,0,0.0,,,
Cholinergic syndrome,1,1.4422106204390089e-05,0,0.0,,,
Gastric antral vascular ectasia,1,1.4422106204390089e-05,0,0.0,,,
Ovarian cancer stage IV,1,1.4422106204390089e-05,0,0.0,,,
Cerebral arteriosclerosis,1,1.4422106204390089e-05,0,0.0,,,
Blood methaemoglobin present,1,1.4422106204390089e-05,0,0.0,,,
Hepatic infection,4,5.7688424817560355e-05,0,0.0,,,
Parathyroid tumour benign,1,1.4422106204390089e-05,0,0.0,,,
Meningitis staphylococcal,1,1.4422106204390089e-05,0,0.0,,,
Nematodiasis,1,1.4422106204390089e-05,0,0.0,,,
Parapsoriasis,1,1.4422106204390089e-05,0,0.0,,,
Melanoma recurrent,3,4.3266318613170266e-05,0,0.0,,,
Hepatobiliary procedural complication,2,2.8844212408780178e-05,0,0.0,,,
Basophil count increased,3,4.3266318613170266e-05,0,0.0,,,
Gamma-glutamyltransferase,1,1.4422106204390089e-05,0,0.0,,,
Lack of prenatal care,3,4.3266318613170266e-05,0,0.0,,,
Muscle abscess,1,1.4422106204390089e-05,0,0.0,,,
Immune-mediated myocarditis,4,5.7688424817560355e-05,0,0.0,,,
Tumour flare,2,2.8844212408780178e-05,0,0.0,,,
Vitamin A deficiency,1,1.4422106204390089e-05,0,0.0,,,
Acute graft versus host disease in intestine,3,4.3266318613170266e-05,0,0.0,,,
Penile abscess,1,1.4422106204390089e-05,0,0.0,,,
Menometrorrhagia,4,5.7688424817560355e-05,0,0.0,,,
Dengue viraemia,2,2.8844212408780178e-05,0,0.0,,,
Heat illness,2,2.8844212408780178e-05,0,0.0,,,
Hypoosmolar state,1,1.4422106204390089e-05,0,0.0,,,
Cutaneous lymphoma,1,1.4422106204390089e-05,0,0.0,,,
Neuroendocrine tumour of the lung metastatic,6,8.653263722634053e-05,0,0.0,,,
Phlebotomy,2,2.8844212408780178e-05,0,0.0,,,
C-telopeptide increased,1,1.4422106204390089e-05,0,0.0,,,
Small intestine operation,1,1.4422106204390089e-05,0,0.0,,,
Lymph nodes scan abnormal,2,2.8844212408780178e-05,0,0.0,,,
Transferrin decreased,3,4.3266318613170266e-05,0,0.0,,,
Urethral repair,1,1.4422106204390089e-05,0,0.0,,,
Diffuse panbronchiolitis,1,1.4422106204390089e-05,0,0.0,,,
Neuroendocrine tumour,4,5.7688424817560355e-05,0,0.0,,,
Gastroenteritis norovirus,1,1.4422106204390089e-05,0,0.0,,,
Carbohydrate antigen 125,2,2.8844212408780178e-05,0,0.0,,,
Rectosigmoid cancer metastatic,5,7.211053102195045e-05,0,0.0,,,
White blood cell count,1,1.4422106204390089e-05,0,0.0,,,
Hepatitis B core antigen positive,2,2.8844212408780178e-05,0,0.0,,,
Ligamentum flavum hypertrophy,1,1.4422106204390089e-05,0,0.0,,,
Accelerated hypertension,1,1.4422106204390089e-05,0,0.0,,,
Rectal ulcer haemorrhage,3,4.3266318613170266e-05,0,0.0,,,
Arteriovenous fistula,1,1.4422106204390089e-05,0,0.0,,,
Urethral pain,1,1.4422106204390089e-05,0,0.0,,,
Ureteral cyst,1,1.4422106204390089e-05,0,0.0,,,
Amniocentesis abnormal,2,2.8844212408780178e-05,0,0.0,,,
Blood lactate dehydrogenase,1,1.4422106204390089e-05,0,0.0,,,
Gene mutation identification test positive,3,4.3266318613170266e-05,0,0.0,,,
Radiation oesophagitis,1,1.4422106204390089e-05,0,0.0,,,
Hyphaema,2,2.8844212408780178e-05,0,0.0,,,
Hyperparathyroidism primary,1,1.4422106204390089e-05,0,0.0,,,
Hepatitis B core antibody,9,0.0001297989558395108,0,0.0,,,
Vitamin B complex deficiency,1,1.4422106204390089e-05,0,0.0,,,
Lymphoma transformation,1,1.4422106204390089e-05,0,0.0,,,
Cerebrovascular arteriovenous malformation,1,1.4422106204390089e-05,0,0.0,,,
Cutaneous symptom,1,1.4422106204390089e-05,0,0.0,,,
BRAF V600E mutation positive,5,7.211053102195045e-05,0,0.0,,,
Platelet count,1,1.4422106204390089e-05,0,0.0,,,
Oesophageal oedema,1,1.4422106204390089e-05,0,0.0,,,
Gravitational oedema,7,0.00010095474343073063,0,0.0,,,
Pterygium,1,1.4422106204390089e-05,0,0.0,,,
Phosphorus metabolism disorder,1,1.4422106204390089e-05,0,0.0,,,
Insulin autoimmune syndrome,1,1.4422106204390089e-05,0,0.0,,,
Wernicke-Korsakoff syndrome,1,1.4422106204390089e-05,0,0.0,,,
Pneumatosis intestinalis,4,5.7688424817560355e-05,0,0.0,,,
Blood immunoglobulin G increased,5,7.211053102195045e-05,0,0.0,,,
Blepharitis,1,1.4422106204390089e-05,0,0.0,,,
Extravasation blood,1,1.4422106204390089e-05,0,0.0,,,
Adrenocorticotropic hormone deficiency,2,2.8844212408780178e-05,0,0.0,,,
Campylobacter test positive,1,1.4422106204390089e-05,0,0.0,,,
Paresis cranial nerve,2,2.8844212408780178e-05,0,0.0,,,
Polychromasia,2,2.8844212408780178e-05,0,0.0,,,
Persistent foetal circulation,12,0.00017306527445268107,0,0.0,,,
Long QT syndrome congenital,6,8.653263722634053e-05,0,0.0,,,
Hepatitis D antibody positive,1,1.4422106204390089e-05,0,0.0,,,
Paternal exposure timing unspecified,1,1.4422106204390089e-05,0,0.0,,,
Myeloblast count increased,1,1.4422106204390089e-05,0,0.0,,,
Alopecia totalis,1,1.4422106204390089e-05,0,0.0,,,
Tumour excision,5,7.211053102195045e-05,0,0.0,,,
Fibrin D dimer,1,1.4422106204390089e-05,0,0.0,,,
Burkholderia cepacia complex infection,4,5.7688424817560355e-05,0,0.0,,,
Splenic necrosis,1,1.4422106204390089e-05,0,0.0,,,
Bile acids increased,2,2.8844212408780178e-05,0,0.0,,,
Autoimmune thyroid disorder,1,1.4422106204390089e-05,0,0.0,,,
Mitral valve repair,1,1.4422106204390089e-05,0,0.0,,,
Blood immunoglobulin G abnormal,1,1.4422106204390089e-05,0,0.0,,,
Progressive facial hemiatrophy,1,1.4422106204390089e-05,0,0.0,,,
Aortic aneurysm rupture,1,1.4422106204390089e-05,0,0.0,,,
Stoma site hypergranulation,1,1.4422106204390089e-05,0,0.0,,,
Gallbladder oedema,1,1.4422106204390089e-05,0,0.0,,,
Tongue haemorrhage,3,4.3266318613170266e-05,0,0.0,,,
External ear neoplasm malignant,1,1.4422106204390089e-05,0,0.0,,,
Procalcitonin,3,4.3266318613170266e-05,0,0.0,,,
Systolic anterior motion of mitral valve,1,1.4422106204390089e-05,0,0.0,,,
Immature granulocyte count,1,1.4422106204390089e-05,0,0.0,,,
Yersinia infection,1,1.4422106204390089e-05,0,0.0,,,
Adult failure to thrive,1,1.4422106204390089e-05,0,0.0,,,
Benign hepatic neoplasm,11,0.00015864316824829098,0,0.0,,,
Philadelphia chromosome positive,5,7.211053102195045e-05,0,0.0,,,
Pyelonephritis chronic,1,1.4422106204390089e-05,0,0.0,,,
Corneal epithelium defect,1,1.4422106204390089e-05,0,0.0,,,
Subcapsular hepatic haematoma,2,2.8844212408780178e-05,0,0.0,,,
Immune-mediated pneumonitis,1,1.4422106204390089e-05,0,0.0,,,
Meniscus operation,1,1.4422106204390089e-05,0,0.0,,,
Deep dissecting haematoma,1,1.4422106204390089e-05,0,0.0,,,
Blood immunoglobulin G decreased,5,7.211053102195045e-05,0,0.0,,,
Immunisation reaction,2,2.8844212408780178e-05,0,0.0,,,
Extranodal marginal zone B-cell lymphoma (MALT type),2,2.8844212408780178e-05,0,0.0,,,
Allergy to vaccine,1,1.4422106204390089e-05,0,0.0,,,
Blood test,1,1.4422106204390089e-05,0,0.0,,,
Myelofibrosis,26,0.0003749747613141423,0,0.0,,,
Infection in an immunocompromised host,2,2.8844212408780178e-05,0,0.0,,,
Idiopathic intracranial hypertension,1,1.4422106204390089e-05,0,0.0,,,
Ocular hypertension,1,1.4422106204390089e-05,0,0.0,,,
Scintillating scotoma,1,1.4422106204390089e-05,0,0.0,,,
Carditis,1,1.4422106204390089e-05,0,0.0,,,
Anisocytosis,3,4.3266318613170266e-05,0,0.0,,,
Acute phase reaction,1,1.4422106204390089e-05,0,0.0,,,
Foreign body in gastrointestinal tract,1,1.4422106204390089e-05,0,0.0,,,
Embolic cerebral infarction,1,1.4422106204390089e-05,0,0.0,,,
Perinatal HBV infection,4,5.7688424817560355e-05,0,0.0,,,
Alanine aminotransferase,3,4.3266318613170266e-05,0,0.0,,,
Basophil percentage decreased,1,1.4422106204390089e-05,0,0.0,,,
Child-Pugh-Turcotte score,1,1.4422106204390089e-05,0,0.0,,,
Carbohydrate antigen 19-9 increased,2,2.8844212408780178e-05,0,0.0,,,
Chronic lymphocytic leukaemia refractory,1,1.4422106204390089e-05,0,0.0,,,
Blood uric acid abnormal,1,1.4422106204390089e-05,0,0.0,,,
Splenic haemorrhage,1,1.4422106204390089e-05,0,0.0,,,
Renal failure neonatal,4,5.7688424817560355e-05,0,0.0,,,
Hairy cell leukaemia,1,1.4422106204390089e-05,0,0.0,,,
Chronic myeloid leukaemia,5,7.211053102195045e-05,0,0.0,,,
Humoral immune defect,1,1.4422106204390089e-05,0,0.0,,,
Platelet distribution width decreased,1,1.4422106204390089e-05,0,0.0,,,
Proteus infection,1,1.4422106204390089e-05,0,0.0,,,
Colon neoplasm,2,2.8844212408780178e-05,0,0.0,,,
Colon cancer stage IV,2,2.8844212408780178e-05,0,0.0,,,
Poikilocytosis,2,2.8844212408780178e-05,0,0.0,,,
Eyelids pruritus,2,2.8844212408780178e-05,0,0.0,,,
Measles post vaccine,1,1.4422106204390089e-05,0,0.0,,,
Venous pressure jugular increased,1,1.4422106204390089e-05,0,0.0,,,
Injection site alopecia,2,2.8844212408780178e-05,0,0.0,,,
Chemical burn of oral cavity,1,1.4422106204390089e-05,0,0.0,,,
Heparin-induced thrombocytopenia,2,2.8844212408780178e-05,0,0.0,,,
Venous injury,1,1.4422106204390089e-05,0,0.0,,,
Remission not achieved,1,1.4422106204390089e-05,0,0.0,,,
Immune-mediated neuropathy,3,4.3266318613170266e-05,0,0.0,,,
Renal graft infection,1,1.4422106204390089e-05,0,0.0,,,
Urine uric acid decreased,1,1.4422106204390089e-05,0,0.0,,,
Injection site dermatitis,1,1.4422106204390089e-05,0,0.0,,,
Synovial disorder,2,2.8844212408780178e-05,0,0.0,,,
Product appearance confusion,1,1.4422106204390089e-05,0,0.0,,,
Breast cancer stage I,1,1.4422106204390089e-05,0,0.0,,,
Alpha 1 foetoprotein decreased,1,1.4422106204390089e-05,0,0.0,,,
Coronavirus pneumonia,2,2.8844212408780178e-05,0,0.0,,,
Fulminant type 1 diabetes mellitus,5,7.211053102195045e-05,0,0.0,,,
Autoimmune demyelinating disease,2,2.8844212408780178e-05,0,0.0,,,
Graft thrombosis,1,1.4422106204390089e-05,0,0.0,,,
Renal vasculitis,3,4.3266318613170266e-05,0,0.0,,,
Candida nappy rash,1,1.4422106204390089e-05,0,0.0,,,
Sinus arrest,4,5.7688424817560355e-05,0,0.0,,,
Extramedullary haemopoiesis,1,1.4422106204390089e-05,0,0.0,,,
Vasoplegia syndrome,1,1.4422106204390089e-05,0,0.0,,,
Muscle necrosis,2,2.8844212408780178e-05,0,0.0,,,
Helicobacter duodenal ulcer,2,2.8844212408780178e-05,0,0.0,,,
Bacterial pericarditis,1,1.4422106204390089e-05,0,0.0,,,
Rectal cancer stage III,1,1.4422106204390089e-05,0,0.0,,,
Bowen's disease,1,1.4422106204390089e-05,0,0.0,,,
Red blood cell nucleated morphology present,1,1.4422106204390089e-05,0,0.0,,,
Immune-mediated enterocolitis,18,0.0002595979116790216,0,0.0,,,
Reaction to preservatives,1,1.4422106204390089e-05,0,0.0,,,
Squamous cell carcinoma of the tongue,2,2.8844212408780178e-05,0,0.0,,,
Otitis media acute,4,5.7688424817560355e-05,0,0.0,,,
Gitelman's syndrome,4,5.7688424817560355e-05,0,0.0,,,
Ocular melanoma,1,1.4422106204390089e-05,0,0.0,,,
Protein induced by vitamin K absence or antagonist II increased,1,1.4422106204390089e-05,0,0.0,,,
Acquired oesophageal web,1,1.4422106204390089e-05,0,0.0,,,
Keratitis fungal,1,1.4422106204390089e-05,0,0.0,,,
Vibrio test positive,1,1.4422106204390089e-05,0,0.0,,,
Meconium aspiration syndrome,1,1.4422106204390089e-05,0,0.0,,,
Hepatic ischaemia,2,2.8844212408780178e-05,0,0.0,,,
Thymoma malignant recurrent,1,1.4422106204390089e-05,0,0.0,,,
Essential tremor,2,2.8844212408780178e-05,0,0.0,,,
Device use confusion,1,1.4422106204390089e-05,0,0.0,,,
Platelet disorder,3,4.3266318613170266e-05,0,0.0,,,
Tumour associated fever,2,2.8844212408780178e-05,0,0.0,,,
Incarcerated inguinal hernia,4,5.7688424817560355e-05,0,0.0,,,
Thyroxine increased,1,1.4422106204390089e-05,0,0.0,,,
Cytokine abnormal,1,1.4422106204390089e-05,0,0.0,,,
Antithrombin III decreased,1,1.4422106204390089e-05,0,0.0,,,
Specific gravity urine decreased,6,8.653263722634053e-05,0,0.0,,,
Gingival abscess,1,1.4422106204390089e-05,0,0.0,,,
Tumour ulceration,1,1.4422106204390089e-05,0,0.0,,,
Azoospermia,1,1.4422106204390089e-05,0,0.0,,,
Lipids decreased,1,1.4422106204390089e-05,0,0.0,,,
Gastrointestinal stromal tumour,3,4.3266318613170266e-05,0,0.0,,,
Glucose-6-phosphate dehydrogenase deficiency,5,7.211053102195045e-05,0,0.0,,,
Neuroendocrine carcinoma of the skin,2,2.8844212408780178e-05,0,0.0,,,
Blood lactate dehydrogenase abnormal,1,1.4422106204390089e-05,0,0.0,,,
Klebsiella test positive,5,7.211053102195045e-05,0,0.0,,,
Retinopathy proliferative,1,1.4422106204390089e-05,0,0.0,,,
Polycystic ovaries,2,2.8844212408780178e-05,0,0.0,,,
Ear infection viral,1,1.4422106204390089e-05,0,0.0,,,
Human herpesvirus 6 infection,1,1.4422106204390089e-05,0,0.0,,,
Hepatic vein occlusion,1,1.4422106204390089e-05,0,0.0,,,
Burkholderia cepacia complex sepsis,1,1.4422106204390089e-05,0,0.0,,,
Autoimmune neutropenia,2,2.8844212408780178e-05,0,0.0,,,
Otitis media moraxella,2,2.8844212408780178e-05,0,0.0,,,
Bacterial myositis,1,1.4422106204390089e-05,0,0.0,,,
Groin abscess,2,2.8844212408780178e-05,0,0.0,,,
Dermatitis diaper,1,1.4422106204390089e-05,0,0.0,,,
Tangentiality,1,1.4422106204390089e-05,0,0.0,,,
Increased dose administered,3,4.3266318613170266e-05,0,0.0,,,
Intestinal barrier dysfunction,1,1.4422106204390089e-05,0,0.0,,,
Vitamin D,1,1.4422106204390089e-05,0,0.0,,,
Mononucleosis heterophile test positive,1,1.4422106204390089e-05,0,0.0,,,
Dialysis device insertion,1,1.4422106204390089e-05,0,0.0,,,
Freezing phenomenon,1,1.4422106204390089e-05,0,0.0,,,
Hypoferritinaemia,1,1.4422106204390089e-05,0,0.0,,,
Chemical burns of eye,1,1.4422106204390089e-05,0,0.0,,,
Large intestinal ulcer haemorrhage,2,2.8844212408780178e-05,0,0.0,,,
Laryngopharyngitis,1,1.4422106204390089e-05,0,0.0,,,
B-lymphocyte count decreased,2,2.8844212408780178e-05,0,0.0,,,
Electrocardiogram ST segment abnormal,1,1.4422106204390089e-05,0,0.0,,,
Waist circumference,3,4.3266318613170266e-05,0,0.0,,,
Squamous cell carcinoma of the cervix,1,1.4422106204390089e-05,0,0.0,,,
Gastrooesophageal cancer,1,1.4422106204390089e-05,0,0.0,,,
Tracheal injury,2,2.8844212408780178e-05,0,0.0,,,
Smear cervix abnormal,2,2.8844212408780178e-05,0,0.0,,,
Body temperature fluctuation,1,1.4422106204390089e-05,0,0.0,,,
Essential thrombocythaemia,27,0.0003893968675185324,0,0.0,,,
Venoocclusive liver disease,13,0.00018748738065707115,0,0.0,,,
Episcleritis,2,2.8844212408780178e-05,0,0.0,,,
Nodal marginal zone B-cell lymphoma,1,1.4422106204390089e-05,0,0.0,,,
Female genital tract fistula,2,2.8844212408780178e-05,0,0.0,,,
Apoptotic colonopathy,1,1.4422106204390089e-05,0,0.0,,,
Urinary tract infection viral,1,1.4422106204390089e-05,0,0.0,,,
Suppressed lactation,1,1.4422106204390089e-05,0,0.0,,,
Bite,1,1.4422106204390089e-05,0,0.0,,,
Hepatitis B antibody,1,1.4422106204390089e-05,0,0.0,,,
Venipuncture,1,1.4422106204390089e-05,0,0.0,,,
Pelvic neoplasm,1,1.4422106204390089e-05,0,0.0,,,
Serum ferritin decreased,4,5.7688424817560355e-05,0,0.0,,,
Mast cell activation syndrome,3,4.3266318613170266e-05,0,0.0,,,
Induration,1,1.4422106204390089e-05,0,0.0,,,
