drug,adr,cohort,n_cases,ror,ror_lower_ci,ror_upper_ci,prr,prr_lower_ci,prr_upper_ci,ic,ic_025,ic_975,is_signal,avg_severity
LAMIVUDINE,Thinking abnormal,HIV_HBV_COINFECTION,8,1.5251097970052219,0.6465055883911668,3.5977413570538106,1.5248919769089841,0.6466158599731259,3.596100382285755,0.42472955967311754,-0.268235085889699,1.1176942052359342,False,2.25
LAMIVUDINE,Encephalocele,HIV_HBV_COINFECTION,8,1.5251097970052219,0.6465055883911668,3.5977413570538106,1.5248919769089841,0.6466158599731259,3.596100382285755,0.42472955967311754,-0.268235085889699,1.1176942052359342,False,5.0
LAMIVUDINE,Spinal fusion surgery,HIV_HBV_COINFECTION,8,1.5251097970052219,0.6465055883911668,3.5977413570538106,1.5248919769089841,0.6466158599731259,3.596100382285755,0.42472955967311754,-0.268235085889699,1.1176942052359342,False,1.0
LAMIVUDINE,Eye pruritus,HIV_HBV_COINFECTION,8,1.5251097970052219,0.6465055883911668,3.5977413570538106,1.5248919769089841,0.6466158599731259,3.596100382285755,0.42472955967311754,-0.268235085889699,1.1176942052359342,False,1.75
TENOFOVIR,Hepatic cirrhosis,HIV_HBV_COINFECTION,75,1.522792737394006,0.7869682260724126,2.9466217875568423,1.5221590082591197,0.7870797820187125,2.9437524624019646,0.08600987136482739,-0.1403114341575059,0.3123311768871607,False,2.2
TENOFOVIR,Restlessness,HIV_HBV_COINFECTION,45,1.522539061236373,0.6494176943547757,3.5695442442382057,1.5221590082591197,0.6495362210289648,3.567111381031152,0.08600987136482739,-0.2061696776951451,0.3781894204247999,False,1.4666666666666666
TENOFOVIR,Cryptosporidiosis infection,HIV_HBV_COINFECTION,30,1.5224123154541485,0.5362418724340685,4.3221899993112345,1.5221590082591197,0.5363418451560644,4.319946443392268,0.08600987136482739,-0.2718355328718811,0.4438552756015359,False,1.3333333333333333
TENOFOVIR,Pneumomediastinum,HIV_HBV_COINFECTION,15,1.5222856311433006,0.3480718961192134,6.65768643956153,1.5221590082591197,0.34812977576813353,6.655472205191571,0.08600987136482739,-0.42005995253960837,0.5920796952692632,False,1.2666666666666666
TENOFOVIR,Heart rate irregular,HIV_HBV_COINFECTION,15,1.5222856311433006,0.3480718961192134,6.65768643956153,1.5221590082591197,0.34812977576813353,6.655472205191571,0.08600987136482739,-0.42005995253960837,0.5920796952692632,False,1.6
TENOFOVIR,Haematuria,HIV_HBV_COINFECTION,97,1.515160722335262,0.8490093734686274,2.703989009129996,1.5143530646270218,0.8490967465722433,2.7008291029297165,0.08513524566911629,-0.11387260269707303,0.2841430940353056,False,1.4742268041237114
LAMIVUDINE,Feeling abnormal,HIV_HBV_COINFECTION,76,1.511021458730985,1.1438579225805143,1.996039721082409,1.509007685482849,1.143441197263012,1.9914484455316768,0.41485931564905637,0.19003189645590585,0.6396867348422068,False,1.7105263157894737
LAMIVUDINE,Drug level decreased,HIV_HBV_COINFECTION,19,1.5095096393949354,0.8656752543574667,2.63218723182459,1.509007685482849,0.8658063078099062,2.630038813884755,0.41485931564905637,-0.03479552273724468,0.8645141540353574,False,1.8421052631578947
LAMIVUDINE,Completed suicide,HIV_HBV_COINFECTION,20,1.5053516694258224,0.8757470021938009,2.5876008059021953,1.5048276087917607,0.8758771392432617,2.585415271984848,0.41223861548992063,-0.026030708100038102,0.8505079390798793,False,5.0
LAMIVUDINE,Eye pain,HIV_HBV_COINFECTION,20,1.5053516694258224,0.8757470021938009,2.5876008059021953,1.5048276087917607,0.8758771392432617,2.585415271984848,0.41223861548992063,-0.026030708100038102,0.8505079390798793,False,1.7
LAMIVUDINE,Transient ischaemic attack,HIV_HBV_COINFECTION,10,1.5050895031727483,0.6997320174831893,3.237374246084449,1.5048276087917607,0.6998560028217918,3.2356743716586394,0.41223861548992063,-0.20756780590308171,1.032045036882923,False,1.8
INTERFERON,Drug interaction,HIV_HBV_COINFECTION,13,1.5042903951337527,0.862063683440068,2.62496801148332,1.483803597831444,0.8697344015501892,2.531431564640125,0.5663023208629189,0.022696128562194273,1.1099085131636435,False,2.3846153846153846
LAMIVUDINE,Dementia,HIV_HBV_COINFECTION,11,1.4979457723426595,0.7221017042832023,3.1073760435264535,1.4976617630356093,0.7222309943758052,3.1056417876353466,0.4077231343674276,-0.18323910100498908,0.9986853697398442,False,2.4545454545454546
LAMIVUDINE,Hypoacusis,HIV_HBV_COINFECTION,11,1.4979457723426595,0.7221017042832023,3.1073760435264535,1.4976617630356093,0.7222309943758052,3.1056417876353466,0.4077231343674276,-0.18323910100498908,0.9986853697398442,False,1.3636363636363635
LAMIVUDINE,Product use in unapproved therapeutic environment,HIV_HBV_COINFECTION,34,1.496442327670252,0.9880015772834191,2.266534478821771,1.4955671311991958,0.9880644228030948,2.2637400885034547,0.4063977369008603,0.07026051002154293,0.7425349637801777,False,1.1764705882352942
LAMIVUDINE,Pulmonary embolism,HIV_HBV_COINFECTION,36,1.492661773009599,0.9972586384369924,2.2341638194241913,1.4917421513240063,0.9973099729146252,2.2312968951201606,0.4039709995063201,0.07730433283965343,0.7306376661729868,False,3.3333333333333335
LAMIVUDINE,Nervousness,HIV_HBV_COINFECTION,12,1.4920483101813211,0.7422932720197057,2.9990951606736864,1.4917421513240061,0.7424269686222282,2.997324639440837,0.4039709995063201,-0.16183226429951314,0.9697742633121533,False,1.3333333333333333
ENTECAVIR,Asthenia,HIV_HBV_COINFECTION,3,1.4900385473726923,0.47519363382296814,4.672231937946493,1.4822601577318557,0.4813557219483872,4.564389857683766,0.5660329887647282,-0.5655735388469383,1.6976395163763947,False,2.3333333333333335
TENOFOVIR,Liver injury,HIV_HBV_COINFECTION,110,1.4892030029738292,0.8679921616178197,2.555006464497019,1.4883332525200281,0.8680775978641639,2.5517717264067312,0.0821575458692211,-0.10472112162291498,0.2690362133613572,False,1.990909090909091
TENOFOVIR,Hepatitis cholestatic,HIV_HBV_COINFECTION,44,1.4886807813199197,0.6342538690514783,3.494137878867892,1.4883332525200283,0.6343795225633391,3.4918149022309874,0.0821575458692208,-0.21332357181698752,0.37763866355542913,False,2.659090909090909
TENOFOVIR,Cardiac operation,HIV_HBV_COINFECTION,22,1.4885069551111039,0.4454476220877555,4.973992104907082,1.4883332525200283,0.44553156219020124,4.971894380877075,0.0821575458692208,-0.33571585818777566,0.5000309499262172,False,2.272727272727273
TENOFOVIR,Blood iron decreased,HIV_HBV_COINFECTION,22,1.4885069551111039,0.4454476220877555,4.973992104907082,1.4883332525200283,0.44553156219020124,4.971894380877075,0.0821575458692208,-0.33571585818777566,0.5000309499262172,False,2.652173913043478
TENOFOVIR,Albuminuria,HIV_HBV_COINFECTION,22,1.4885069551111039,0.4454476220877555,4.973992104907082,1.4883332525200283,0.44553156219020124,4.971894380877075,0.0821575458692208,-0.33571585818777566,0.5000309499262172,False,1.7272727272727273
LAMIVUDINE,Blood cholesterol increased,HIV_HBV_COINFECTION,53,1.4869867252261484,1.0665869265056398,2.073088902601595,1.485648433385591,1.066491700998864,2.0695437813101294,0.400087565019092,0.1308608596796615,0.6693142703585224,False,1.5471698113207548
LAMIVUDINE,Neuropathy peripheral,HIV_HBV_COINFECTION,104,1.4819718527578976,1.1688880124392145,1.8789144460328586,1.4793728134191637,1.1681671753112468,1.8734852060028269,0.39606580142097386,0.2038719889855535,0.5882596138563942,False,1.9047619047619047
ENTECAVIR,Back pain,HIV_HBV_COINFECTION,3,1.4787563932181547,0.4716030683452377,4.636781686252248,1.471157085389295,0.47775774883634603,4.53012677484065,0.5552262338081454,-0.5763802938035211,1.686832761419812,False,2.3333333333333335
TENOFOVIR,HIV infection,HIV_HBV_COINFECTION,435,1.4747582850445993,1.1251176740953754,1.9330529147152318,1.4714203746504824,1.1241067012817365,1.9260430673243794,0.08016899277576724,-0.01380581431536805,0.17414379986690254,False,1.3821510297482837
LAMIVUDINE,Cardiovascular disorder,HIV_HBV_COINFECTION,17,1.4733242435250842,0.8204941921838169,2.645581586362355,1.4729070231507233,0.8206389730281072,2.643616949901331,0.3918981672057452,-0.0834716578654674,0.8672679922769578,False,1.588235294117647
TENOFOVIR,Malignant neoplasm progression,HIV_HBV_COINFECTION,29,1.4716414410918146,0.5172642597608924,4.186889950873292,1.4714203746504824,0.5173686910485751,4.184787283027316,0.08016899277576724,-0.2837938700512544,0.44413185560278884,False,1.7586206896551724
TENOFOVIR,Expired product administered,HIV_HBV_COINFECTION,29,1.4716414410918146,0.5172642597608924,4.186889950873292,1.4714203746504824,0.5173686910485751,4.184787283027316,0.08016899277576724,-0.2837938700512544,0.44413185560278884,False,1.3793103448275863
INTERFERON,Asthenia,HIV_HBV_COINFECTION,5,1.4675033527492545,0.6049119506015752,3.560131500441702,1.4601986128625475,0.6102770048534322,3.4937904788298306,0.5433129122646447,-0.33322573491527274,1.4198515594445622,False,1.4
INTERFERON,Treatment failure,HIV_HBV_COINFECTION,6,1.455971337579618,0.6475186364074755,3.273809303180248,1.4474218749999999,0.653551902024469,3.205606284273467,0.5307128754850113,-0.26945377382416014,1.3308795247941827,False,1.0
LAMIVUDINE,Seizure,HIV_HBV_COINFECTION,72,1.4514064715135824,1.0925264086695219,1.9281737529044267,1.4497212456529074,1.0922948134764452,1.9241066277778673,0.3767495307712959,0.1457613155836904,0.6077377459589014,False,2.4305555555555554
LAMIVUDINE,Viral load increased,HIV_HBV_COINFECTION,198,1.4487812622953624,1.2202361181926626,1.7201319602692982,1.4441738429271949,1.2182798644823656,1.7119531803813144,0.3730769915605365,0.23378585687487097,0.512368126246202,False,1.3535353535353536
TENOFOVIR,Swelling face,HIV_HBV_COINFECTION,57,1.4464623709839195,0.6899572830982321,3.032439024742549,1.4460510578461638,0.6901043304221389,3.0300688891763645,0.07710431814293535,-0.18250402384181325,0.3367126601276839,False,1.631578947368421
LAMIVUDINE,Peripheral swelling,HIV_HBV_COINFECTION,55,1.443967810000959,1.0437305346033687,1.9976832785785166,1.4427016983370549,1.043681723432541,1.9942748288618026,0.3720992246367065,0.1078128785511156,0.6363855707222974,False,2.0517241379310347
ENTECAVIR,Pain,HIV_HBV_COINFECTION,33,1.4334184721741021,0.984026840140165,2.0880411311517344,1.357742231000846,0.995291505441084,1.8521849686903389,0.43989960300082864,0.09870739732766087,0.7810918086739964,False,1.7272727272727273
LAMIVUDINE,Nightmare,HIV_HBV_COINFECTION,51,1.4307252404471016,1.0218795087879196,2.0031468446611593,1.4295862283521727,1.0218840043597446,1.999949872563735,0.36332901500897424,0.08887411853948435,0.6377839114784641,False,1.2745098039215685
LAMIVUDINE,Injection site pain,HIV_HBV_COINFECTION,45,1.4305909256275662,0.9998659231777699,2.046864833620363,1.4295862283521725,0.9999155112824673,2.04388946989428,0.36332901500897424,0.07114946594900173,0.6555085640689468,False,1.3777777777777778
LAMIVUDINE,Pre-eclampsia,HIV_HBV_COINFECTION,22,1.4300768272425248,0.8569951538558622,2.386384243381631,1.4295862283521727,0.8571515624264924,2.384312032878614,0.36332901500897424,-0.054544389048022224,0.7812024190659708,False,2.9545454545454546
LAMIVUDINE,Hepatitis B reactivation,HIV_HBV_COINFECTION,21,1.4300545029846872,0.84672755212251,2.415246647378363,1.4295862283521725,0.8468850625552242,2.413216237546901,0.3633290150089745,-0.06437804985357048,0.7910360798715195,False,1.2857142857142858
LAMIVUDINE,Restlessness,HIV_HBV_COINFECTION,17,1.4299652291245004,0.798685789961686,2.5602065069959195,1.4295862283521723,0.7988430689928109,2.558345767299361,0.36332901500897424,-0.11204081006223837,0.8386988400801869,False,1.8235294117647058
LAMIVUDINE,Brain fog,HIV_HBV_COINFECTION,14,1.429898298048983,0.7526410058760096,2.716579520383198,1.4295862283521727,0.7527922567634708,2.714848307660438,0.36332901500897424,-0.16050301913937753,0.8871610491573261,False,1.4285714285714286
LAMIVUDINE,SARS-CoV-2 test positive,HIV_HBV_COINFECTION,14,1.429898298048983,0.7526410058760096,2.716579520383198,1.4295862283521727,0.7527922567634708,2.714848307660438,0.36332901500897424,-0.16050301913937753,0.8871610491573261,False,2.4285714285714284
LAMIVUDINE,Photosensitivity reaction,HIV_HBV_COINFECTION,9,1.4297867925507082,0.6422296245945444,3.1831142536332755,1.4295862283521727,0.6423553790727761,3.181598303487774,0.36332901500897424,-0.2900043183243591,1.0166623483423076,False,1.2222222222222223
LAMIVUDINE,CD4 lymphocytes abnormal,HIV_HBV_COINFECTION,9,1.4297867925507082,0.6422296245945444,3.1831142536332755,1.4295862283521727,0.6423553790727761,3.181598303487774,0.36332901500897424,-0.2900043183243591,1.0166623483423076,False,2.3333333333333335
LAMIVUDINE,Micturition urgency,HIV_HBV_COINFECTION,8,1.4297644983919493,0.6117977097884825,3.3413438595066576,1.4295862283521725,0.6119152809238384,3.3398688478717036,0.36332901500897424,-0.3296356305538423,1.0562936605717907,False,2.0
LAMIVUDINE,Cytomegalovirus viraemia,HIV_HBV_COINFECTION,8,1.4297644983919493,0.6117977097884825,3.3413438595066576,1.4295862283521725,0.6119152809238384,3.3398688478717036,0.36332901500897424,-0.3296356305538423,1.0562936605717907,False,1.75
LAMIVUDINE,Product distribution issue,HIV_HBV_COINFECTION,8,1.4297644983919493,0.6117977097884825,3.3413438595066576,1.4295862283521725,0.6119152809238384,3.3398688478717036,0.36332901500897424,-0.3296356305538423,1.0562936605717907,False,1.0
LAMIVUDINE,Polyuria,HIV_HBV_COINFECTION,8,1.4297644983919493,0.6117977097884825,3.3413438595066576,1.4295862283521725,0.6119152809238384,3.3398688478717036,0.36332901500897424,-0.3296356305538423,1.0562936605717907,False,2.125
LAMIVUDINE,Abnormal loss of weight,HIV_HBV_COINFECTION,7,1.4297422065459826,0.5769741894068465,3.542901597176226,1.4295862283521727,0.5770822525181808,3.541465320370087,0.36332901500897424,-0.3774813520891111,1.1041393821070595,False,3.0
LAMIVUDINE,Acute coronary syndrome,HIV_HBV_COINFECTION,7,1.4297422065459826,0.5769741894068465,3.542901597176226,1.4295862283521727,0.5770822525181808,3.541465320370087,0.36332901500897424,-0.3774813520891111,1.1041393821070595,False,2.5714285714285716
LAMIVUDINE,Kidney fibrosis,HIV_HBV_COINFECTION,6,1.4297199170124482,0.5365161367104139,3.809948855658352,1.4295862283521725,0.5366131870583342,3.8085474482982127,0.36332901500897424,-0.43683763430019723,1.1634956643181458,False,2.0
LAMIVUDINE,Frustration tolerance decreased,HIV_HBV_COINFECTION,6,1.4297199170124482,0.5365161367104139,3.809948855658352,1.4295862283521725,0.5366131870583342,3.8085474482982127,0.36332901500897424,-0.43683763430019723,1.1634956643181458,False,1.0
LAMIVUDINE,Walking aid user,HIV_HBV_COINFECTION,6,1.4297199170124482,0.5365161367104139,3.809948855658352,1.4295862283521725,0.5366131870583342,3.8085474482982127,0.36332901500897424,-0.43683763430019723,1.1634956643181458,False,1.6666666666666667
LAMIVUDINE,Cardiomyopathy,HIV_HBV_COINFECTION,6,1.4297199170124482,0.5365161367104139,3.809948855658352,1.4295862283521725,0.5366131870583342,3.8085474482982127,0.36332901500897424,-0.43683763430019723,1.1634956643181458,False,2.8333333333333335
LAMIVUDINE,Psychomotor hyperactivity,HIV_HBV_COINFECTION,5,1.429697629790986,0.48860617498482833,4.183400491599257,1.4295862283521727,0.48869049091196015,4.182026911308114,0.36332901500897424,-0.5132096321709432,1.2398676621888918,False,1.8
LAMIVUDINE,Epstein-Barr virus infection,HIV_HBV_COINFECTION,5,1.429697629790986,0.48860617498482833,4.183400491599257,1.4295862283521727,0.48869049091196015,4.182026911308114,0.36332901500897424,-0.5132096321709432,1.2398676621888918,False,2.6
LAMIVUDINE,Metabolic syndrome,HIV_HBV_COINFECTION,5,1.429697629790986,0.48860617498482833,4.183400491599257,1.4295862283521727,0.48869049091196015,4.182026911308114,0.36332901500897424,-0.5132096321709432,1.2398676621888918,False,1.0
LAMIVUDINE,Pancreatitis chronic,HIV_HBV_COINFECTION,5,1.429697629790986,0.48860617498482833,4.183400491599257,1.4295862283521727,0.48869049091196015,4.182026911308114,0.36332901500897424,-0.5132096321709432,1.2398676621888918,False,3.2
LAMIVUDINE,Choking,HIV_HBV_COINFECTION,5,1.429697629790986,0.48860617498482833,4.183400491599257,1.4295862283521727,0.48869049091196015,4.182026911308114,0.36332901500897424,-0.5132096321709432,1.2398676621888918,False,1.4
LAMIVUDINE,Nephrogenic diabetes insipidus,HIV_HBV_COINFECTION,5,1.429697629790986,0.48860617498482833,4.183400491599257,1.4295862283521727,0.48869049091196015,4.182026911308114,0.36332901500897424,-0.5132096321709432,1.2398676621888918,False,2.4
LAMIVUDINE,Gastric cancer,HIV_HBV_COINFECTION,5,1.429697629790986,0.48860617498482833,4.183400491599257,1.4295862283521727,0.48869049091196015,4.182026911308114,0.36332901500897424,-0.5132096321709432,1.2398676621888918,False,3.0
LAMIVUDINE,Ultrasound foetal abnormal,HIV_HBV_COINFECTION,5,1.429697629790986,0.48860617498482833,4.183400491599257,1.4295862283521727,0.48869049091196015,4.182026911308114,0.36332901500897424,-0.5132096321709432,1.2398676621888918,False,1.6
LAMIVUDINE,Bone infarction,HIV_HBV_COINFECTION,5,1.429697629790986,0.48860617498482833,4.183400491599257,1.4295862283521727,0.48869049091196015,4.182026911308114,0.36332901500897424,-0.5132096321709432,1.2398676621888918,False,2.6
LAMIVUDINE,Wheelchair user,HIV_HBV_COINFECTION,4,1.4296753448812365,0.4304540899857921,4.748407877431824,1.4295862283521725,0.43052369495496007,4.747048323340245,0.36332901500897424,-0.6166709849910257,1.3433290150089743,False,1.5
LAMIVUDINE,Immobile,HIV_HBV_COINFECTION,4,1.4296753448812365,0.4304540899857921,4.748407877431824,1.4295862283521725,0.43052369495496007,4.747048323340245,0.36332901500897424,-0.6166709849910257,1.3433290150089743,False,2.0
LAMIVUDINE,Cartilage injury,HIV_HBV_COINFECTION,4,1.4296753448812365,0.4304540899857921,4.748407877431824,1.4295862283521725,0.43052369495496007,4.747048323340245,0.36332901500897424,-0.6166709849910257,1.3433290150089743,False,3.0
LAMIVUDINE,Guillain-Barre syndrome,HIV_HBV_COINFECTION,4,1.4296753448812365,0.4304540899857921,4.748407877431824,1.4295862283521725,0.43052369495496007,4.747048323340245,0.36332901500897424,-0.6166709849910257,1.3433290150089743,False,1.5
LAMIVUDINE,Tachyphrenia,HIV_HBV_COINFECTION,4,1.4296753448812365,0.4304540899857921,4.748407877431824,1.4295862283521725,0.43052369495496007,4.747048323340245,0.36332901500897424,-0.6166709849910257,1.3433290150089743,False,2.0
LAMIVUDINE,Impetigo,HIV_HBV_COINFECTION,4,1.4296753448812365,0.4304540899857921,4.748407877431824,1.4295862283521725,0.43052369495496007,4.747048323340245,0.36332901500897424,-0.6166709849910257,1.3433290150089743,False,2.5
LAMIVUDINE,Dizziness postural,HIV_HBV_COINFECTION,4,1.4296753448812365,0.4304540899857921,4.748407877431824,1.4295862283521725,0.43052369495496007,4.747048323340245,0.36332901500897424,-0.6166709849910257,1.3433290150089743,False,1.5
LAMIVUDINE,Nonspecific reaction,HIV_HBV_COINFECTION,3,1.4296530622828398,0.3575090879411042,5.7170795021339815,1.4295862283521725,0.35756173716995754,5.715703253009881,0.36332901500897424,-0.7682775126026922,1.4949355426206408,False,1.6666666666666667
LAMIVUDINE,Body mass index increased,HIV_HBV_COINFECTION,3,1.4296530622828398,0.3575090879411042,5.7170795021339815,1.4295862283521725,0.35756173716995754,5.715703253009881,0.36332901500897424,-0.7682775126026922,1.4949355426206408,False,1.0
LAMIVUDINE,Encephalitis cytomegalovirus,HIV_HBV_COINFECTION,3,1.4296530622828398,0.3575090879411042,5.7170795021339815,1.4295862283521725,0.35756173716995754,5.715703253009881,0.36332901500897424,-0.7682775126026922,1.4949355426206408,False,3.0
LAMIVUDINE,Procedural pain,HIV_HBV_COINFECTION,3,1.4296530622828398,0.3575090879411042,5.7170795021339815,1.4295862283521725,0.35756173716995754,5.715703253009881,0.36332901500897424,-0.7682775126026922,1.4949355426206408,False,2.3333333333333335
LAMIVUDINE,Cerebral palsy,HIV_HBV_COINFECTION,3,1.4296530622828398,0.3575090879411042,5.7170795021339815,1.4295862283521725,0.35756173716995754,5.715703253009881,0.36332901500897424,-0.7682775126026922,1.4949355426206408,False,1.6666666666666667
LAMIVUDINE,Ejection fraction decreased,HIV_HBV_COINFECTION,3,1.4296530622828398,0.3575090879411042,5.7170795021339815,1.4295862283521725,0.35756173716995754,5.715703253009881,0.36332901500897424,-0.7682775126026922,1.4949355426206408,False,4.0
LAMIVUDINE,Ultrasound antenatal screen abnormal,HIV_HBV_COINFECTION,3,1.4296530622828398,0.3575090879411042,5.7170795021339815,1.4295862283521725,0.35756173716995754,5.715703253009881,0.36332901500897424,-0.7682775126026922,1.4949355426206408,False,2.3333333333333335
LAMIVUDINE,Lymph node pain,HIV_HBV_COINFECTION,3,1.4296530622828398,0.3575090879411042,5.7170795021339815,1.4295862283521725,0.35756173716995754,5.715703253009881,0.36332901500897424,-0.7682775126026922,1.4949355426206408,False,3.6666666666666665
LAMIVUDINE,Hand deformity,HIV_HBV_COINFECTION,3,1.4296530622828398,0.3575090879411042,5.7170795021339815,1.4295862283521725,0.35756173716995754,5.715703253009881,0.36332901500897424,-0.7682775126026922,1.4949355426206408,False,3.0
LAMIVUDINE,Synovial cyst,HIV_HBV_COINFECTION,3,1.4296530622828398,0.3575090879411042,5.7170795021339815,1.4295862283521725,0.35756173716995754,5.715703253009881,0.36332901500897424,-0.7682775126026922,1.4949355426206408,False,1.0
ADEFOVIR,Renal failure,HIV_HBV_COINFECTION,5,1.4266495402920498,0.5353262563704653,3.8020345286538597,1.34131963223364,0.6122993639663646,2.938331250519181,0.4234876758559737,-0.4530509713239438,1.3000263230358913,False,3.4
ADEFOVIR,Chronic kidney disease,HIV_HBV_COINFECTION,6,1.4264383337105926,0.5695760630903237,3.572352231305731,1.3240931336200503,0.6590153411247245,2.6603669400284136,0.4048475564152955,-0.39531909289387596,1.205014205724467,False,1.8571428571428572
INTERFERON,COVID-19,HIV_HBV_COINFECTION,3,1.4247643746008398,0.4554749327132992,4.45678428676444,1.420782208588957,0.4590751727356778,4.397149321349119,0.5040777489815447,-0.6275287786301218,1.6356842765932111,False,1.6666666666666667
LAMIVUDINE,End stage renal disease,HIV_HBV_COINFECTION,335,1.4242671617460039,1.2481458422887868,1.6252403199198173,1.4168975931892835,1.244260123872466,1.6134880087110781,0.35474151917225055,0.24765527968945256,0.46182775865504855,False,2.1403508771929824
TENOFOVIR,Neck pain,HIV_HBV_COINFECTION,70,1.421158233685539,0.7324159936936099,2.7575732132593145,1.420681741041845,0.7325773762670021,2.7551173087197087,0.07393703906425247,-0.16032776836528867,0.3082018464937936,False,1.6
TENOFOVIR,Heart disease congenital,HIV_HBV_COINFECTION,49,1.421015172592281,0.6435081911105965,3.137930718880976,1.4206817410418453,0.6436563230191118,3.135736474804675,0.07393703906425247,-0.2060629609357475,0.35393703906425245,False,4.176470588235294
TENOFOVIR,Drug dependence,HIV_HBV_COINFECTION,42,1.4209675071568357,0.603933404663112,3.3433299777842893,1.420681741041845,0.6040718490390533,3.341219446892653,0.07393703906425247,-0.22849752686144764,0.3763716049899526,False,2.0238095238095237
TENOFOVIR,Psychiatric symptom,HIV_HBV_COINFECTION,28,1.4208722086574066,0.4982920943791,4.051595150933736,1.420681741041845,0.4984003756246075,4.049628989144038,0.07393703906425247,-0.2964681444847902,0.44434222261329515,False,2.6785714285714284
TENOFOVIR,Dyskinesia,HIV_HBV_COINFECTION,21,1.4208245755860953,0.42373246077232324,4.764191232623323,1.420681741041845,0.4238187931643195,4.762263122549064,0.07393703906425247,-0.35377002579829253,0.5016441039267975,False,2.238095238095238
TENOFOVIR,Supraventricular tachycardia,HIV_HBV_COINFECTION,21,1.4208245755860953,0.42373246077232324,4.764191232623323,1.420681741041845,0.4238187931643195,4.762263122549064,0.07393703906425247,-0.35377002579829253,0.5016441039267975,False,3.1904761904761907
TENOFOVIR,Carpal tunnel syndrome,HIV_HBV_COINFECTION,21,1.4208245755860953,0.42373246077232324,4.764191232623323,1.420681741041845,0.4238187931643195,4.762263122549064,0.07393703906425247,-0.35377002579829253,0.5016441039267975,False,1.2857142857142858
TENOFOVIR,Hiatus hernia,HIV_HBV_COINFECTION,14,1.4207769532955041,0.32285851873197713,6.252296389587954,1.420681741041845,0.32291708967218913,6.250324538037341,0.07393703906425247,-0.4498949950840993,0.5977690732126042,False,2.0
TENOFOVIR,Testicular pain,HIV_HBV_COINFECTION,14,1.4207769532955041,0.32285851873197713,6.252296389587954,1.420681741041845,0.32291708967218913,6.250324538037341,0.07393703906425247,-0.4498949950840993,0.5977690732126042,False,1.7142857142857142
TENOFOVIR,Gastrointestinal pain,HIV_HBV_COINFECTION,14,1.4207769532955041,0.32285851873197713,6.252296389587954,1.420681741041845,0.32291708967218913,6.250324538037341,0.07393703906425247,-0.4498949950840993,0.5977690732126042,False,1.8571428571428572
TENOFOVIR,Intentional self-injury,HIV_HBV_COINFECTION,14,1.4207769532955041,0.32285851873197713,6.252296389587954,1.420681741041845,0.32291708967218913,6.250324538037341,0.07393703906425247,-0.4498949950840993,0.5977690732126042,False,1.2857142857142858
TENOFOVIR,Foetal exposure during delivery,HIV_HBV_COINFECTION,14,1.4207769532955041,0.32285851873197713,6.252296389587954,1.420681741041845,0.32291708967218913,6.250324538037341,0.07393703906425247,-0.4498949950840993,0.5977690732126042,False,2.0714285714285716
TENOFOVIR,Respiratory arrest,HIV_HBV_COINFECTION,14,1.4207769532955041,0.32285851873197713,6.252296389587954,1.420681741041845,0.32291708967218913,6.250324538037341,0.07393703906425247,-0.4498949950840993,0.5977690732126042,False,4.5
TENOFOVIR,Lichenoid keratosis,HIV_HBV_COINFECTION,7,1.4207293417819733,0.17477679059147705,11.548855290049419,1.420681741041845,0.17480163556459105,11.54644007083041,0.07393703906425247,-0.6668733280338328,0.8147474061623379,False,1.5714285714285714
TENOFOVIR,Neck surgery,HIV_HBV_COINFECTION,7,1.4207293417819733,0.17477679059147705,11.548855290049419,1.420681741041845,0.17480163556459105,11.54644007083041,0.07393703906425247,-0.6668733280338328,0.8147474061623379,False,1.2857142857142858
TENOFOVIR,Alcohol use,HIV_HBV_COINFECTION,7,1.4207293417819733,0.17477679059147705,11.548855290049419,1.420681741041845,0.17480163556459105,11.54644007083041,0.07393703906425247,-0.6668733280338328,0.8147474061623379,False,2.4285714285714284
TENOFOVIR,Blood pressure systolic increased,HIV_HBV_COINFECTION,7,1.4207293417819733,0.17477679059147705,11.548855290049419,1.420681741041845,0.17480163556459105,11.54644007083041,0.07393703906425247,-0.6668733280338328,0.8147474061623379,False,1.8571428571428572
TENOFOVIR,Encephalitis viral,HIV_HBV_COINFECTION,7,1.4207293417819733,0.17477679059147705,11.548855290049419,1.420681741041845,0.17480163556459105,11.54644007083041,0.07393703906425247,-0.6668733280338328,0.8147474061623379,False,3.142857142857143
TENOFOVIR,Pneumocystis jirovecii infection,HIV_HBV_COINFECTION,7,1.4207293417819733,0.17477679059147705,11.548855290049419,1.420681741041845,0.17480163556459105,11.54644007083041,0.07393703906425247,-0.6668733280338328,0.8147474061623379,False,3.0
TENOFOVIR,Venous thrombosis,HIV_HBV_COINFECTION,7,1.4207293417819733,0.17477679059147705,11.548855290049419,1.420681741041845,0.17480163556459105,11.54644007083041,0.07393703906425247,-0.6668733280338328,0.8147474061623379,False,1.8571428571428572
TENOFOVIR,Ischaemic cardiomyopathy,HIV_HBV_COINFECTION,7,1.4207293417819733,0.17477679059147705,11.548855290049419,1.420681741041845,0.17480163556459105,11.54644007083041,0.07393703906425247,-0.6668733280338328,0.8147474061623379,False,1.0
